229, 199
222, 200
217, 200
209, 201
206, 201
203, 201
201, 201
198, 200
194, 200
191, 200
189, 200
185, 200
184, 200
182, 200
181, 200
180, 200
178, 200
178, 200
176, 200
176, 200
174, 200
172, 200
171, 200
167, 200
165, 200
162, 200
161, 200
159, 200
158, 200
157, 200
155, 200
153, 200
152, 200
151, 200
150, 200
148, 200
147, 200
145, 201
143, 201
142, 201
139, 202
137, 202
135, 202
133, 203
130, 203
129, 204
128, 204
126, 204
124, 205
122, 205
121, 205
120, 205
118, 205
117, 206
116, 206
116, 206
114, 206
114, 206
113, 206
112, 206
112, 206
111, 206
111, 206
110, 207
110, 207
110, 207
109, 207
109, 207
109, 207
